Municipio,Mes,media_focos_mes_hist
OURO VERDE DE GOIÁS,3,1.5
OUVIDOR,3,6.8
PADRE BERNARDO,3,1.25
PALESTINA DE GOIÁS,3,1.1333333333333333
PALMEIRAS DE GOIÁS,3,1.3636363636363635
PALMELO,3,0.0
PALMINÓPOLIS,3,1.0
PANAMÁ,3,1.6153846153846154
PARANAIGUARA,3,2.857142857142857
PARAÚNA,3,2.7346938775510203
PEROLÂNDIA,3,1.1428571428571428
PETROLINA DE GOIÁS,3,1.0
PILAR DE GOIÁS,3,2.833333333333333
PIRACANJUBA,3,1.1428571428571428
PIRANHAS,3,2.7058823529411766
PIRENÓPOLIS,3,2.0
PIRES DO RIO,3,1.25
PLANALTINA,3,4.675675675675675
PONTALINA,3,1.3
PORANGATU,3,1.8888888888888888
PORTEIRÃO,3,1.9230769230769231
PORTELÂNDIA,3,1.7777777777777777
POSSE,3,2.107142857142857
PROFESSOR JAMIL,3,1.25
QUIRINÓPOLIS,3,2.03125
RIALMA,3,1.5
RIANÁPOLIS,3,1.0
RIO QUENTE,3,1.3333333333333333
RIO VERDE,3,2.0657894736842106
RUBIATABA,3,2.857142857142857
SANCLERLÂNDIA,3,5.333333333333333
SANTA BÁRBARA DE GOIÁS,3,1.0
SANTA CRUZ DE GOIÁS,3,1.625
SANTA FÉ DE GOIÁS,3,2.081081081081081
SANTA HELENA DE GOIÁS,3,1.6538461538461535
SANTA ISABEL,3,1.2
SANTA RITA DO ARAGUAIA,3,2.0
SANTA RITA DO NOVO DESTINO,3,1.0
SANTA ROSA DE GOIÁS,3,1.0
SANTA TEREZA DE GOIÁS,3,1.0
SANTA TEREZINHA DE GOIÁS,3,2.875
SANTO ANTÔNIO DA BARRA,3,1.6875
SANTO ANTÔNIO DE GOIÁS,3,0.0
SANTO ANTÔNIO DO DESCOBERTO,3,2.6666666666666665
SENADOR CANEDO,3,1.1666666666666667
SERRANÓPOLIS,3,3.325
SILVÂNIA,3,1.8
SIMOLÂNDIA,3,2.0
SÃO DOMINGOS,3,2.3043478260869565
SÃO FRANCISCO DE GOIÁS,3,1.0
SÃO JOÃO D'ALIANÇA,3,2.911111111111111
SÃO JOÃO DA PARAÚNA,3,1.0
SÃO LUIZ DO NORTE,3,2.5
SÃO LUÍS DE MONTES BELOS,3,1.0
SÃO MIGUEL DO ARAGUAIA,3,1.9090909090909087
SÃO MIGUEL DO PASSA QUATRO,3,1.0
SÃO PATRÍCIO,3,2.5
SÍTIO D'ABADIA,3,1.9230769230769231
TAQUARAL DE GOIÁS,3,0.0
TERESINA DE GOIÁS,3,1.75
TEREZÓPOLIS DE GOIÁS,3,1.6666666666666667
TRINDADE,3,1.2142857142857142
TROMBAS,3,2.2
TRÊS RANCHOS,3,2.0
TURVELÂNDIA,3,1.4857142857142858
TURVÂNIA,3,1.0
UIRAPURU,3,1.0
URUANA,3,1.3333333333333333
URUAÇU,3,1.6551724137931034
URUTAÍ,3,1.3333333333333333
VALPARAÍSO DE GOIÁS,3,1.3333333333333333
VARJÃO,3,1.6
VIANÓPOLIS,3,1.25
VICENTINÓPOLIS,3,1.5172413793103448
VILA BOA,3,1.75
VILA PROPÍCIO,3,1.0625
Vila Boa,3,0.0
ÁGUA FRIA DE GOIÁS,3,2.35
ÁGUA LIMPA,3,0.0
ÁGUAS LINDAS DE GOIÁS,3,1.5
ABADIA DE GOIÁS,4,1.0
ABADIÂNIA,4,1.9444444444444444
ACREÚNA,4,1.6829268292682926
ADELÂNDIA,4,0.0
ALEXÂNIA,4,1.3
ALOÂNDIA,4,1.5
ALTO HORIZONTE,4,2.0
ALTO PARAÍSO DE GOIÁS,4,6.048780487804878
ALVORADA DO NORTE,4,3.4482758620689653
AMARALINA,4,1.75
AMERICANO DO BRASIL,4,1.0
AMORINÓPOLIS,4,2.0
ANHANGUERA,4,1.5714285714285714
ANICUNS,4,1.9655172413793105
ANÁPOLIS,4,2.176470588235294
APARECIDA DE GOIÂNIA,4,1.5
APARECIDA DO RIO DOCE,4,2.4347826086956523
APORÉ,4,2.1818181818181817
ARAGARÇAS,4,2.25
ARAGOIÂNIA,4,1.5
ARAGUAPAZ,4,2.548387096774193
ARAÇU,4,0.0
ARENÓPOLIS,4,1.2857142857142858
ARUANÃ,4,2.794117647058824
AURILÂNDIA,4,2.5454545454545454
AVELINÓPOLIS,4,2.0
BALIZA,4,2.1904761904761907
BARRO ALTO,4,1.9785714285714289
BELA VISTA DE GOIÁS,4,1.375
BOM JARDIM DE GOIÁS,4,2.3392857142857144
BOM JESUS DE GOIÁS,4,2.7142857142857144
BONFINÓPOLIS,4,1.3333333333333333
BONÓPOLIS,4,2.235294117647059
BRAZABRANTES,4,1.0
BRITÂNIA,4,3.761904761904762
BURITI ALEGRE,4,1.0
BURITI DE GOIÁS,4,0.0
BURITINÓPOLIS,4,1.0
Bonópolis,4,0.0
CABECEIRAS,4,1.4210526315789471
CACHOEIRA ALTA,4,1.9375
CACHOEIRA DE GOIÁS,4,1.5
CACHOEIRA DOURADA,4,1.5
CAIAPÔNIA,4,3.617977528089888
CALDAS NOVAS,4,1.9166666666666667
CALDAZINHA,4,1.0
CAMPESTRE DE GOIÁS,4,2.0
CAMPINAÇU,4,2.611111111111111
CAMPINORTE,4,2.2222222222222223
CAMPO ALEGRE DE GOIÁS,4,2.8125
CAMPO LIMPO DE GOIÁS,4,3.333333333333333
CAMPOS BELOS,4,1.625
CAMPOS VERDES,4,4.375
CARMO DO RIO VERDE,4,1.8
CASTELÂNDIA,4,1.25
CATALÃO,4,1.7241379310344829
CATURAÍ,4,1.0
CAVALCANTE,4,5.64957264957265
CAÇU,4,1.3448275862068966
CERES,4,1.0
CEZARINA,4,1.0588235294117647
CHAPADÃO DO CÉU,4,4.483870967741935
CIDADE OCIDENTAL,4,1.4
COCALZINHO DE GOIÁS,4,1.8571428571428568
COLINAS DO SUL,4,2.230769230769231
CORUMBAÍBA,4,2.055555555555556
CORUMBÁ DE GOIÁS,4,1.5714285714285714
CRISTALINA,4,2.9012345679012346
CRISTIANÓPOLIS,4,1.8571428571428568
CRIXÁS,4,1.673913043478261
CROMÍNIA,4,2.0
CUMARI,4,1.875
CÓRREGO DO OURO,4,1.0
DAMIANÓPOLIS,4,1.1666666666666667
DAMOLÂNDIA,4,0.0
DAVINÓPOLIS,4,2.0
DIORAMA,4,3.6666666666666665
DIVINÓPOLIS DE GOIÁS,4,1.5
DOVERLÂNDIA,4,3.123076923076923
EDEALINA,4,1.1428571428571428
EDÉIA,4,1.2142857142857142
ESTRELA DO NORTE,4,1.5
FAINA,4,1.4444444444444444
FAZENDA NOVA,4,2.0
FIRMINÓPOLIS,4,1.5
FLORES DE GOIÁS,4,3.12280701754386
FORMOSA,4,2.5875
FORMOSO,4,3.571428571428572
GAMELEIRA DE GOIÁS,4,1.5
GOIANDIRA,4,1.8888888888888888
GOIANIRA,4,1.0
GOIANÁPOLIS,4,1.0
GOIANÉSIA,4,3.260869565217391
GOIATUBA,4,1.3666666666666667
GOIÁS,4,1.7083333333333333
GOIÂNIA,4,2.3076923076923075
GUAPÓ,4,0.0
GUARANI DE GOIÁS,4,2.473684210526316
GUARAÍTA,4,0.0
GUARINOS,4,2.0
HEITORAÍ,4,1.0
HIDROLINA,4,1.4285714285714286
HIDROLÂNDIA,4,1.3571428571428572
IACIARA,4,3.333333333333333
INACIOLÂNDIA,4,1.5
INDIARA,4,1.8823529411764703
INHUMAS,4,1.875
IPAMERI,4,3.7260273972602738
IPIRANGA DE GOIÁS,4,1.375
IPORÁ,4,3.2777777777777777
ISRAELÂNDIA,4,3.0
ITABERAÍ,4,2.566666666666667
ITAGUARI,4,1.5
ITAGUARU,4,1.6666666666666667
ITAJÁ,4,2.608695652173913
ITAPACI,4,3.5
ITAPIRAPUÃ,4,1.65625
ITAPURANGA,4,1.1666666666666667
ITARUMÃ,4,4.153846153846154
ITAUÇU,4,2.0
ITUMBIARA,4,1.6
IVOLÂNDIA,4,5.407407407407407
JANDAIA,4,1.5833333333333333
JARAGUÁ,4,1.903225806451613
JATAÍ,4,3.194690265486725
JAUPACI,4,1.0
JESÚPOLIS,4,0.0
JOVIÂNIA,4,1.0
JUSSARA,4,3.31958762886598
LAGOA SANTA,4,2.0
LEOPOLDO DE BULHÕES,4,1.0
LUZIÂNIA,4,4.826923076923077
MAIRIPOTABA,4,1.3333333333333333
MAMBAÍ,4,1.1666666666666667
MARA ROSA,4,2.735294117647059
MARZAGÃO,4,1.0
MATRINCHÃ,4,2.142857142857143
MAURILÂNDIA,4,3.357142857142857
MIMOSO DE GOIÁS,4,1.25
MINAÇU,4,2.56
MINEIROS,4,12.432835820895525
MOIPORÁ,4,1.75
MONTE ALEGRE DE GOIÁS,4,2.488372093023256
MONTES CLAROS DE GOIÁS,4,2.381578947368421
MONTIVIDIU,4,1.7894736842105263
MONTIVIDIU DO NORTE,4,2.2777777777777777
MORRINHOS,4,1.6
MORRO AGUDO DE GOIÁS,4,1.0
MOSSÂMEDES,4,1.0
MOZARLÂNDIA,4,1.75
MUNDO NOVO,4,2.3684210526315788
MUTUNÓPOLIS,4,2.5625
NAZÁRIO,4,1.3333333333333333
NERÓPOLIS,4,1.4285714285714286
NIQUELÂNDIA,4,3.394230769230769
NOVA AMÉRICA,4,1.0
NOVA AURORA,4,1.0
NOVA CRIXÁS,4,4.457446808510638
NOVA GLÓRIA,4,1.7333333333333334
NOVA IGUAÇU DE GOIÁS,4,2.0
NOVA ROMA,4,3.740740740740741
NOVA VENEZA,4,1.0
NOVO BRASIL,4,2.0
NOVO GAMA,4,1.8
NOVO PLANALTO,4,2.4166666666666665
Niquelândia,4,0.0
ORIZONA,4,1.380952380952381
OURO VERDE DE GOIÁS,4,0.0
OUVIDOR,4,2.1
PADRE BERNARDO,4,1.7872340425531914
PALESTINA DE GOIÁS,4,1.3888888888888888
PALMEIRAS DE GOIÁS,4,1.4545454545454546
PALMELO,4,2.0
PALMINÓPOLIS,4,1.0
PANAMÁ,4,1.0
PARANAIGUARA,4,2.0
PARAÚNA,4,3.4477611940298507
PEROLÂNDIA,4,1.7
PETROLINA DE GOIÁS,4,2.0
PILAR DE GOIÁS,4,1.0
PIRACANJUBA,4,1.7333333333333334
PIRANHAS,4,1.5365853658536586
PIRENÓPOLIS,4,1.3571428571428572
PIRES DO RIO,4,3.947368421052632
PLANALTINA,4,6.297297297297297
PONTALINA,4,2.583333333333333
PORANGATU,4,2.59375
PORTEIRÃO,4,1.0869565217391304
PORTELÂNDIA,4,1.851851851851852
POSSE,4,2.32
PROFESSOR JAMIL,4,1.5
QUIRINÓPOLIS,4,1.8666666666666667
RIALMA,4,3.1666666666666665
RIANÁPOLIS,4,1.5
RIO QUENTE,4,1.5
RIO VERDE,4,3.5
RUBIATABA,4,2.2
SANCLERLÂNDIA,4,1.5
SANTA BÁRBARA DE GOIÁS,4,1.0
SANTA CRUZ DE GOIÁS,4,1.6470588235294117
SANTA FÉ DE GOIÁS,4,1.9375
SANTA HELENA DE GOIÁS,4,2.259259259259259
SANTA ISABEL,4,1.5714285714285714
SANTA RITA DO ARAGUAIA,4,2.125
SANTA RITA DO NOVO DESTINO,4,3.388888888888889
SANTA ROSA DE GOIÁS,4,1.0
SANTA TEREZA DE GOIÁS,4,1.8666666666666667
SANTA TEREZINHA DE GOIÁS,4,4.12
SANTO ANTÔNIO DA BARRA,4,1.4375
SANTO ANTÔNIO DE GOIÁS,4,1.0
SANTO ANTÔNIO DO DESCOBERTO,4,1.875
SENADOR CANEDO,4,1.25
SERRANÓPOLIS,4,3.197530864197531
SILVÂNIA,4,2.708333333333333
SIMOLÂNDIA,4,3.730769230769231
SÃO DOMINGOS,4,2.909090909090909
SÃO FRANCISCO DE GOIÁS,4,2.875
SÃO JOÃO D'ALIANÇA,4,2.843137254901961
SÃO JOÃO DA PARAÚNA,4,0.0
SÃO LUIZ DO NORTE,4,1.9545454545454544
SÃO LUÍS DE MONTES BELOS,4,0.0
SÃO MIGUEL DO ARAGUAIA,4,1.7258064516129032
SÃO MIGUEL DO PASSA QUATRO,4,1.6666666666666667
SÃO PATRÍCIO,4,1.5
SÍTIO D'ABADIA,4,3.764705882352941
TAQUARAL DE GOIÁS,4,1.5
TERESINA DE GOIÁS,4,3.2857142857142856
TEREZÓPOLIS DE GOIÁS,4,2.0
TRINDADE,4,1.4210526315789471
TROMBAS,4,2.2142857142857144
TRÊS RANCHOS,4,0.0
TURVELÂNDIA,4,1.7307692307692308
TURVÂNIA,4,1.5
UIRAPURU,4,1.3333333333333333
URUANA,4,1.5454545454545454
URUAÇU,4,2.095238095238096
URUTAÍ,4,2.1875
VALPARAÍSO DE GOIÁS,4,0.0
VARJÃO,4,1.5
VIANÓPOLIS,4,1.8571428571428568
VICENTINÓPOLIS,4,1.809523809523809
VILA BOA,4,1.2
VILA PROPÍCIO,4,1.3214285714285714
Vila Boa,4,0.0
ÁGUA FRIA DE GOIÁS,4,2.25
ÁGUA LIMPA,4,0.0
ÁGUAS LINDAS DE GOIÁS,4,1.0
ABADIA DE GOIÁS,5,2.0
ABADIÂNIA,5,2.0416666666666665
ACREÚNA,5,1.6666666666666667
ADELÂNDIA,5,1.1666666666666667
ALEXÂNIA,5,1.5161290322580645
ALOÂNDIA,5,2.0
ALTO HORIZONTE,5,2.125
ALTO PARAÍSO DE GOIÁS,5,8.125
ALVORADA DO NORTE,5,3.0625
AMARALINA,5,2.435897435897436
AMERICANO DO BRASIL,5,1.3333333333333333
AMORINÓPOLIS,5,1.7058823529411764
ANHANGUERA,5,2.5
ANICUNS,5,2.441558441558441
ANÁPOLIS,5,1.950819672131148
APARECIDA DE GOIÂNIA,5,1.5142857142857142
APARECIDA DO RIO DOCE,5,1.7058823529411764
APORÉ,5,2.953846153846154
ARAGARÇAS,5,6.55
ARAGOIÂNIA,5,1.5555555555555556
ARAGUAPAZ,5,2.642857142857143
ARAÇU,5,1.6666666666666667
ARENÓPOLIS,5,2.333333333333333
ARUANÃ,5,5.647058823529412
AURILÂNDIA,5,1.375
AVELINÓPOLIS,5,1.0
BALIZA,5,3.0416666666666665
BARRO ALTO,5,2.0562770562770565
BELA VISTA DE GOIÁS,5,2.306122448979592
BOM JARDIM DE GOIÁS,5,4.513888888888889
BOM JESUS DE GOIÁS,5,2.5172413793103448
BONFINÓPOLIS,5,3.4
BONÓPOLIS,5,2.642857142857143
BRAZABRANTES,5,2.7
BRITÂNIA,5,3.2
BURITI ALEGRE,5,1.375
BURITI DE GOIÁS,5,1.0
BURITINÓPOLIS,5,1.7142857142857142
Bonópolis,5,0.0
CABECEIRAS,5,2.8857142857142857
CACHOEIRA ALTA,5,2.1666666666666665
CACHOEIRA DE GOIÁS,5,2.5
CACHOEIRA DOURADA,5,2.6
CAIAPÔNIA,5,6.664921465968586
CALDAS NOVAS,5,2.435897435897436
CALDAZINHA,5,1.1428571428571428
CAMPESTRE DE GOIÁS,5,2.0
CAMPINAÇU,5,2.36734693877551
CAMPINORTE,5,2.206896551724138
CAMPO ALEGRE DE GOIÁS,5,3.5161290322580645
CAMPO LIMPO DE GOIÁS,5,1.4
CAMPOS BELOS,5,6.466666666666667
CAMPOS VERDES,5,3.423076923076923
CARMO DO RIO VERDE,5,1.5789473684210529
CASTELÂNDIA,5,4.8
CATALÃO,5,7.114583333333333
CATURAÍ,5,2.5
CAVALCANTE,5,8.963636363636363
CAÇU,5,1.631578947368421
CERES,5,1.2222222222222223
CEZARINA,5,1.1166666666666667
CHAPADÃO DO CÉU,5,12.566666666666666
CIDADE OCIDENTAL,5,1.4545454545454546
COCALZINHO DE GOIÁS,5,3.9166666666666665
COLINAS DO SUL,5,3.59375
CORUMBAÍBA,5,2.215686274509804
CORUMBÁ DE GOIÁS,5,2.131578947368421
CRISTALINA,5,4.687861271676301
CRISTIANÓPOLIS,5,1.6923076923076923
CRIXÁS,5,2.547945205479452
CROMÍNIA,5,1.3
CUMARI,5,2.142857142857143
CÓRREGO DO OURO,5,1.9166666666666667
DAMIANÓPOLIS,5,1.4285714285714286
DAMOLÂNDIA,5,1.5
DAVINÓPOLIS,5,1.1666666666666667
DIORAMA,5,2.3846153846153846
DIVINÓPOLIS DE GOIÁS,5,2.5
DOVERLÂNDIA,5,4.825242718446602
EDEALINA,5,1.8333333333333333
EDÉIA,5,2.484848484848485
ESTRELA DO NORTE,5,2.1666666666666665
FAINA,5,2.3076923076923075
FAZENDA NOVA,5,5.75
FIRMINÓPOLIS,5,1.1428571428571428
FLORES DE GOIÁS,5,4.0701754385964914
FORMOSA,5,5.629139072847682
FORMOSO,5,1.5909090909090908
GAMELEIRA DE GOIÁS,5,1.5833333333333333
GOIANDIRA,5,1.6842105263157894
GOIANIRA,5,1.8666666666666667
GOIANÁPOLIS,5,1.25
GOIANÉSIA,5,3.490566037735849
GOIATUBA,5,1.7708333333333333
GOIÁS,5,2.4237288135593222
GOIÂNIA,5,2.440366972477064
GUAPÓ,5,1.181818181818182
GUARANI DE GOIÁS,5,3.4680851063829787
GUARAÍTA,5,0.0
GUARINOS,5,2.3846153846153846
HEITORAÍ,5,2.4285714285714284
HIDROLINA,5,3.1578947368421053
HIDROLÂNDIA,5,1.6730769230769231
IACIARA,5,3.2911392405063293
INACIOLÂNDIA,5,3.857142857142857
INDIARA,5,2.3777777777777778
INHUMAS,5,2.1
IPAMERI,5,5.328767123287672
IPIRANGA DE GOIÁS,5,1.9
IPORÁ,5,2.3703703703703702
ISRAELÂNDIA,5,2.0
ITABERAÍ,5,3.3114754098360657
ITAGUARI,5,1.8
ITAGUARU,5,2.4
ITAJÁ,5,2.212121212121212
ITAPACI,5,2.1538461538461537
ITAPIRAPUÃ,5,3.647058823529412
ITAPURANGA,5,2.4411764705882355
ITARUMÃ,5,3.4864864864864864
ITAUÇU,5,1.1666666666666667
ITUMBIARA,5,2.915492957746479
IVOLÂNDIA,5,5.0
JANDAIA,5,2.647058823529412
JARAGUÁ,5,1.9661016949152543
JATAÍ,5,4.234567901234568
JAUPACI,5,1.6666666666666667
JESÚPOLIS,5,1.5
JOVIÂNIA,5,2.8
JUSSARA,5,9.950980392156865
LAGOA SANTA,5,1.0
LEOPOLDO DE BULHÕES,5,1.6428571428571428
LUZIÂNIA,5,4.064285714285714
MAIRIPOTABA,5,1.5
MAMBAÍ,5,5.190476190476191
MARA ROSA,5,3.32
MARZAGÃO,5,1.6666666666666667
MATRINCHÃ,5,3.0350877192982457
MAURILÂNDIA,5,2.5806451612903225
MIMOSO DE GOIÁS,5,4.0
MINAÇU,5,7.454545454545454
MINEIROS,5,9.184971098265896
MOIPORÁ,5,2.25
MONTE ALEGRE DE GOIÁS,5,3.075268817204301
MONTES CLAROS DE GOIÁS,5,2.1875
MONTIVIDIU,5,1.725
MONTIVIDIU DO NORTE,5,2.5161290322580645
MORRINHOS,5,2.685185185185185
MORRO AGUDO DE GOIÁS,5,2.0
MOSSÂMEDES,5,2.526315789473684
MOZARLÂNDIA,5,4.978260869565218
MUNDO NOVO,5,3.125
MUTUNÓPOLIS,5,2.938775510204082
NAZÁRIO,5,2.0
NERÓPOLIS,5,2.0
NIQUELÂNDIA,5,6.077235772357724
NOVA AMÉRICA,5,2.5
NOVA AURORA,5,1.0
NOVA CRIXÁS,5,8.626506024096386
NOVA GLÓRIA,5,2.16
NOVA IGUAÇU DE GOIÁS,5,2.076923076923077
NOVA ROMA,5,3.6140350877192975
NOVA VENEZA,5,1.0
NOVO BRASIL,5,2.0
NOVO GAMA,5,1.2777777777777777
NOVO PLANALTO,5,5.333333333333333
Niquelândia,5,0.0
ORIZONA,5,2.220338983050848
OURO VERDE DE GOIÁS,5,2.0
OUVIDOR,5,1.1538461538461535
PADRE BERNARDO,5,3.7235772357723578
PALESTINA DE GOIÁS,5,1.4230769230769231
PALMEIRAS DE GOIÁS,5,1.7142857142857142
PALMELO,5,20.33333333333333
PALMINÓPOLIS,5,1.25
PANAMÁ,5,1.9411764705882355
PARANAIGUARA,5,2.0
PARAÚNA,5,3.1584158415841586
PEROLÂNDIA,5,3.967741935483871
PETROLINA DE GOIÁS,5,2.0526315789473686
PILAR DE GOIÁS,5,2.0
PIRACANJUBA,5,3.492957746478873
PIRANHAS,5,2.95
PIRENÓPOLIS,5,2.815384615384616
PIRES DO RIO,5,1.6764705882352942
PLANALTINA,5,2.0416666666666665
PONTALINA,5,2.772727272727273
PORANGATU,5,4.024096385542169
PORTEIRÃO,5,3.625
PORTELÂNDIA,5,2.636363636363636
POSSE,5,4.785714285714286
PROFESSOR JAMIL,5,1.8888888888888888
QUIRINÓPOLIS,5,3.3
RIALMA,5,1.9047619047619049
RIANÁPOLIS,5,1.2
RIO QUENTE,5,3.0
RIO VERDE,5,5.605128205128205
RUBIATABA,5,1.7826086956521738
SANCLERLÂNDIA,5,1.8
SANTA BÁRBARA DE GOIÁS,5,2.0
SANTA CRUZ DE GOIÁS,5,2.25
SANTA FÉ DE GOIÁS,5,3.3783783783783785
SANTA HELENA DE GOIÁS,5,3.46
SANTA ISABEL,5,3.3684210526315788
SANTA RITA DO ARAGUAIA,5,2.549019607843137
SANTA RITA DO NOVO DESTINO,5,3.28125
SANTA ROSA DE GOIÁS,5,1.5
SANTA TEREZA DE GOIÁS,5,2.25
SANTA TEREZINHA DE GOIÁS,5,3.3
SANTO ANTÔNIO DA BARRA,5,2.875
SANTO ANTÔNIO DE GOIÁS,5,1.4
SANTO ANTÔNIO DO DESCOBERTO,5,1.7142857142857142
SENADOR CANEDO,5,2.027027027027027
SERRANÓPOLIS,5,5.537313432835821
SILVÂNIA,5,3.077777777777778
SIMOLÂNDIA,5,1.65625
SÃO DOMINGOS,5,7.285714285714286
SÃO FRANCISCO DE GOIÁS,5,2.707317073170732
SÃO JOÃO D'ALIANÇA,5,4.67741935483871
SÃO JOÃO DA PARAÚNA,5,1.5
SÃO LUIZ DO NORTE,5,4.777777777777778
SÃO LUÍS DE MONTES BELOS,5,2.0294117647058822
SÃO MIGUEL DO ARAGUAIA,5,4.088
SÃO MIGUEL DO PASSA QUATRO,5,1.1176470588235294
SÃO PATRÍCIO,5,1.6666666666666667
SÍTIO D'ABADIA,5,4.224137931034483
TAQUARAL DE GOIÁS,5,1.0
TERESINA DE GOIÁS,5,2.1
TEREZÓPOLIS DE GOIÁS,5,1.4545454545454546
TRINDADE,5,1.836734693877551
TROMBAS,5,2.7241379310344827
TRÊS RANCHOS,5,1.8
TURVELÂNDIA,5,4.170731707317073
TURVÂNIA,5,1.8125
UIRAPURU,5,2.217391304347826
URUANA,5,2.0
URUAÇU,5,2.1772151898734178
URUTAÍ,5,1.894736842105263
VALPARAÍSO DE GOIÁS,5,1.7857142857142858
VARJÃO,5,1.0
VIANÓPOLIS,5,1.55
VICENTINÓPOLIS,5,1.9285714285714288
VILA BOA,5,2.209302325581396
VILA PROPÍCIO,5,2.0689655172413794
Vila Boa,5,0.0
ÁGUA FRIA DE GOIÁS,5,3.113636363636364
ÁGUA LIMPA,5,0.0
ÁGUAS LINDAS DE GOIÁS,5,2.074074074074074
ABADIA DE GOIÁS,6,1.7179487179487178
ABADIÂNIA,6,2.414634146341464
ACREÚNA,6,3.42
ADELÂNDIA,6,1.0
ALEXÂNIA,6,1.9056603773584904
ALOÂNDIA,6,0.0
ALTO HORIZONTE,6,2.4705882352941178
ALTO PARAÍSO DE GOIÁS,6,5.992063492063492
ALVORADA DO NORTE,6,4.3125
AMARALINA,6,2.5098039215686274
AMERICANO DO BRASIL,6,1.0
AMORINÓPOLIS,6,2.1875
ANHANGUERA,6,9.0
ANICUNS,6,2.6095238095238096
ANÁPOLIS,6,2.279279279279279
APARECIDA DE GOIÂNIA,6,1.7731958762886595
APARECIDA DO RIO DOCE,6,1.3571428571428572
APORÉ,6,4.466666666666667
ARAGARÇAS,6,1.809523809523809
ARAGOIÂNIA,6,1.4666666666666666
ARAGUAPAZ,6,3.544117647058824
ARAÇU,6,1.0
ARENÓPOLIS,6,2.2413793103448274
ARUANÃ,6,5.5
AURILÂNDIA,6,3.333333333333333
AVELINÓPOLIS,6,2.125
BALIZA,6,2.369565217391304
BARRO ALTO,6,2.274193548387097
BELA VISTA DE GOIÁS,6,1.6
BOM JARDIM DE GOIÁS,6,3.295238095238095
BOM JESUS DE GOIÁS,6,2.872727272727273
BONFINÓPOLIS,6,1.375
BONÓPOLIS,6,3.725
BRAZABRANTES,6,1.1428571428571428
BRITÂNIA,6,1.631578947368421
BURITI ALEGRE,6,1.1666666666666667
BURITI DE GOIÁS,6,1.0
BURITINÓPOLIS,6,1.6
Bonópolis,6,0.0
CABECEIRAS,6,4.791666666666667
CACHOEIRA ALTA,6,3.4827586206896552
